No.,Time,Source,Destination,Protocol,Length,Info,TTL,Flags,DSCP,LEN
83,1.850754356,192.168.1.93,159.124.21.96,DTLSv1.2,115,Application Data,64,0x2,0x00,101
84,1.851938689,192.168.1.93,159.124.21.96,DTLSv1.2,143,Application Data,64,0x2,0x00,129
85,1.887074183,159.124.21.96,192.168.1.93,DTLSv1.2,60,Change Cipher Spec,44,0x2,0x00,42
86,1.887074619,159.124.21.96,192.168.1.93,DTLSv1.2,95,Encrypted Handshake Message,44,0x2,0x00,81
87,1.920080067,159.124.21.96,192.168.1.93,DTLSv1.2,103,Application Data,44,0x2,0x00,89
88,1.920080563,159.124.21.96,192.168.1.93,DTLSv1.2,99,Application Data,44,0x2,0x00,85
89,1.923191237,159.124.21.96,192.168.1.93,DTLSv1.2,115,Application Data,44,0x2,0x00,101
90,1.929292783,192.168.1.93,159.124.21.96,DTLSv1.2,99,Application Data,64,0x2,0x00,85
91,1.932617333,192.168.1.93,159.124.21.96,DTLSv1.2,91,Application Data,64,0x2,0x00,77
92,2.012997837,159.124.21.96,192.168.1.93,DTLSv1.2,87,Application Data,44,0x2,0x00,73
93,2.021541529,192.168.1.93,159.124.21.96,DTLSv1.2,143,Application Data,64,0x2,0x00,129
94,2.094996366,159.124.21.96,192.168.1.93,DTLSv1.2,103,Application Data,44,0x2,0x00,89
95,2.094996677,159.124.21.96,192.168.1.93,DTLSv1.2,99,Application Data,44,0x2,0x00,85
96,2.095885796,192.168.1.93,159.124.21.96,DTLSv1.2,99,Application Data,64,0x2,0x00,85
97,4.534666758,159.124.21.96,192.168.1.93,DTLSv1.2,103,Application Data,44,0x2,0x00,89
98,4.536713171,192.168.1.93,159.124.21.96,DTLSv1.2,103,Application Data,64,0x2,0x00,89
99,4.652845794,159.124.21.96,192.168.1.93,DTLSv1.2,103,Application Data,44,0x2,0x00,89
100,4.653834586,192.168.1.93,159.124.21.96,DTLSv1.2,103,Application Data,64,0x2,0x00,89
101,5.740606852,159.124.21.96,192.168.1.93,TLSv1.3,106,Application Data,45,0x2,0x00,92
102,5.740733581,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6684 Ack=7451 Win=87296 Len=0 TSval=1495226678 TSecr=4109512600,64,0x2,0x00,52
103,5.742404866,192.168.1.93,159.124.21.96,TLSv1.3,110,Application Data,64,0x2,0x00,96
104,5.865516429,159.124.21.96,192.168.1.93,TCP,66,443  >  45230 [ACK] Seq=7451 Ack=6728 Win=64128 Len=0 TSval=4109512726 TSecr=1495226680,45,0x2,0x00,52
105,6.092359378,192.168.1.93,159.124.21.96,TLSv1.3,209,Application Data,64,0x2,0x00,195
106,6.168678043,159.124.21.96,192.168.1.93,TCP,66,443  >  45230 [ACK] Seq=7451 Ack=6871 Win=64128 Len=0 TSval=4109513037 TSecr=1495227029,45,0x2,0x00,52
107,6.195661747,192.168.1.93,159.124.21.96,STUN,194,Binding Request user: 4D4E1327-1ADF-8C9D-33B1-B59FB236C0B7:4541BB66-D689-8DE7-07EF-2C88144219B5,64,0x2,0x00,180
108,6.265015658,159.124.21.96,192.168.1.93,STUN,106,Binding Success Response XOR-MAPPED-ADDRESS: 5.29.51.201:8466,44,0x2,0x00,92
109,6.963156951,159.124.21.96,192.168.1.93,TLSv1.3,1026,Application Data,45,0x2,0x00,1012
110,7.009706587,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=8411 Win=90240 Len=0 TSval=1495227947 TSecr=4109513833,64,0x2,0x00,52
111,7.095289792,159.124.21.96,192.168.1.93,TLSv1.3,1278,Application Data,45,0x2,0x00,1264
112,7.095354926,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=9623 Win=91136 Len=0 TSval=1495228032 TSecr=4109513965,64,0x2,0x00,52
113,7.129515886,159.124.21.96,192.168.1.93,TLSv1.3,2962,,45,0x2,0x00,2948
114,7.129516183,159.124.21.96,192.168.1.93,TLSv1.3,1288,Continuation Data,45,0x2,0x00,1274
115,7.129516362,159.124.21.96,192.168.1.93,TLSv1.3,2962,,45,0x2,0x00,2948
116,7.129516384,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
117,7.129546758,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=12519 Win=89856 Len=0 TSval=1495228067 TSecr=4109513986,64,0x2,0x00,52
118,7.130471021,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=13741 Win=88704 Len=0 TSval=1495228068 TSecr=4109513989,64,0x2,0x00,52
119,7.130550921,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=16637 Win=85888 Len=0 TSval=1495228068 TSecr=4109513991,64,0x2,0x00,52
120,7.130616291,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=19533 Win=83072 Len=0 TSval=1495228068 TSecr=4109513998,64,0x2,0x00,52
121,7.137615412,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
122,7.137638424,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=22429 Win=89856 Len=0 TSval=1495228075 TSecr=4109514004,64,0x2,0x00,52
123,7.142623074,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
124,7.142648654,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=25325 Win=89856 Len=0 TSval=1495228080 TSecr=4109514010,64,0x2,0x00,52
125,7.151625447,159.124.21.96,192.168.1.93,TLSv1.3,2962,,45,0x2,0x00,2948
126,7.151657889,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=28221 Win=89856 Len=0 TSval=1495228089 TSecr=4109514016,64,0x2,0x00,52
127,7.154476512,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
128,7.154498986,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=31117 Win=89856 Len=0 TSval=1495228092 TSecr=4109514022,64,0x2,0x00,52
129,7.161150903,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
